setting initial condition
minimizing
NVT equilibration
start simulation
   0%|          | 0/5000 [00:00<?, ?it/s]#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
 49%|████▊     | 2428/5000 [02:55<03:12, 13.38it/s]53.6%	267800	-35007.123896779056	294.89399140034936	1.0440113894144356	239	2:48
53.6%	267900	-34696.04780396994	299.458722165991	1.0448283065269166	239	2:47
 49%|████▊     | 2430/5000 [02:55<03:02, 14.06it/s]53.6%	268000	-34739.22749146994	294.2355661883468	1.0448283065269166	239	2:47
53.6%	268100	-35117.90457362999	300.21304357589406	1.0462986073313347	239	2:47
 49%|████▊     | 2432/5000 [02:56<02:56, 14.57it/s]53.6%	268200	-35195.41750957767	298.8799861952613	1.0427394887929842	239	2:47
53.7%	268300	-34913.88409547554	299.4070862622874	1.043156145941912	239	2:47
 49%|████▊     | 2434/5000 [02:56<03:07, 13.69it/s]53.7%	268400	-35006.35284547554	308.6905555009188	1.043156145941912	239	2:47
53.7%	268500	-34938.71033048676	300.5286642503183	1.0450756187162158	239	2:47
 49%|████▊     | 2436/5000 [02:56<02:59, 14.26it/s]53.7%	268600	-34997.98721610315	292.90401888602975	1.0455556491036548	239	2:47
53.7%	268700	-35021.92030654699	298.4938583669901	1.0463880447748302	239	2:47
 49%|████▉     | 2438/5000 [02:56<02:55, 14.61it/s]53.8%	268800	-35143.71718154699	305.14765523728454	1.0463880447748302	239	2:47
53.8%	268900	-35119.38809939686	299.6260507088446	1.0422309509940129	239	2:47
 49%|████▉     | 2440/5000 [02:56<02:50, 14.97it/s]53.8%	269000	-35097.72742633574	300.451862689795	1.0389169085369159	239	2:47
53.8%	269100	-34856.985517197056	293.3316737798449	1.0393611460120917	239	2:47
 49%|████▉     | 2442/5000 [02:56<02:57, 14.44it/s]53.8%	269200	-34910.8683575365	298.0628849075507	1.0385674907869547	239	2:46
53.9%	269300	-34821.33340019247	292.62840705121744	1.039231378159216	239	2:46
 49%|████▉     | 2444/5000 [02:56<02:53, 14.77it/s]53.9%	269400	-34662.86104251366	294.0752926177748	1.0405139228550107	239	2:46
53.9%	269500	-34711.663536661974	286.86418860346345	1.0438414715431206	239	2:46
 49%|████▉     | 2446/5000 [02:57<03:02, 13.98it/s]53.9%	269600	-35147.01350249123	300.88979529619326	1.0430294723292592	239	2:46
53.9%	269700	-35186.66097348192	297.8274089798783	1.045929780319874	239	2:46
 49%|████▉     | 2448/5000 [02:57<03:22, 12.59it/s]54.0%	269800	-34976.16363142905	311.189148784472	1.042607477849403	239	2:46
54.0%	269900	-34724.956314605195	303.3414249716469	1.0422072683513732	239	2:46
 49%|████▉     | 2450/5000 [02:57<03:21, 12.64it/s]54.0%	270000	-35244.78187940191	295.40310997960387	1.0419137019759768	239	2:46
54.0%	270100	-35111.92310661124	301.58597780132834	1.0464196631335578	239	2:46
 49%|████▉     | 2452/5000 [02:57<03:19, 12.75it/s]54.0%	270200	-34964.058182259876	300.40373925889924	1.0458276867327139	239	2:46
54.1%	270300	-34838.37099633471	299.6202027027139	1.0468016405443703	239	2:46
 49%|████▉     | 2454/5000 [02:57<03:08, 13.47it/s]54.1%	270400	-34832.75179372911	296.3850723822546	1.0451027279273435	239	2:46
54.1%	270500	-34984.09213552266	302.6232904533158	1.0406533002599687	239	2:46
 49%|████▉     | 2456/5000 [02:57<03:12, 13.23it/s]54.1%	270600	-34912.52182302266	300.5694193453609	1.0406533002599687	239	2:46
54.1%	270700	-35000.82651052266	295.841209751405	1.0406533002599687	239	2:45
 49%|████▉     | 2458/5000 [02:58<03:18, 12.78it/s]54.2%	270800	-34757.654736962926	295.242707914173	1.045330044413908	239	2:45
54.2%	270900	-34815.05171213875	296.96916284800034	1.0429316230657764	239	2:45
 49%|████▉     | 2460/5000 [02:58<03:09, 13.38it/s]54.2%	271000	-34903.38764963875	288.68466386300685	1.0429316230657764	239	2:45
54.2%	271100	-35005.584686677	306.37521260202146	1.04180425161061	239	2:45
 49%|████▉     | 2462/5000 [02:58<03:12, 13.18it/s]54.2%	271200	-35090.727088488	298.8360457170267	1.0425300661270505	239	2:45
54.3%	271300	-34920.0481677287	303.40273602827847	1.0428915995451802	239	2:45
 49%|████▉     | 2464/5000 [02:58<03:02, 13.88it/s]54.3%	271400	-35138.3528552287	297.89168919275664	1.0428915995451802	239	2:45
54.3%	271500	-34799.24226822911	300.1769552335935	1.0419957251992367	239	2:45
 49%|████▉     | 2466/5000 [02:58<02:55, 14.43it/s]54.3%	271600	-34967.18758072911	299.68919606651815	1.0419957251992367	239	2:45
54.3%	271700	-34949.966182285425	301.5631319278998	1.0454063538260778	239	2:45
 49%|████▉     | 2468/5000 [02:58<02:50, 14.84it/s]54.4%	271800	-35019.98177425293	292.64821160673944	1.0502580171983846	239	2:45
54.4%	271900	-35002.037946029566	300.65859996743023	1.053185999493045	239	2:45
 49%|████▉     | 2470/5000 [02:58<02:57, 14.23it/s]54.4%	272000	-35010.040389953356	304.37414054855407	1.0532135963096216	239	2:44
54.4%	272100	-34994.04469781605	292.94868061208246	1.0541444291783417	239	2:44
 49%|████▉     | 2472/5000 [02:58<02:58, 14.16it/s]54.4%	272200	-34843.94127939173	295.7075217331528	1.0534177213134464	239	2:44
54.5%	272300	-34865.1307637516	306.00447938318905	1.053087253355906	239	2:44
 49%|████▉     | 2474/5000 [02:59<03:00, 14.02it/s]54.5%	272400	-34999.735474930465	299.3381416258563	1.0495940545474693	239	2:44
54.5%	272500	-34663.454224930465	300.7070512492265	1.0495940545474693	239	2:44
 50%|████▉     | 2476/5000 [02:59<03:31, 11.93it/s]54.5%	272600	-34708.559641091066	302.14661782610926	1.0500786643452142	239	2:44
54.5%	272700	-34909.012766091066	302.5441199322238	1.0500786643452142	239	2:44
 50%|████▉     | 2478/5000 [02:59<03:21, 12.51it/s]54.6%	272800	-34759.0080496702	308.014170607468	1.046496652736606	239	2:44
54.6%	272900	-34783.39150278273	302.20409785452847	1.0379466587513255	239	2:44
 50%|████▉     | 2480/5000 [02:59<03:13, 12.99it/s]54.6%	273000	-34732.29775278273	297.57905883871024	1.0379466587513255	239	2:44
54.6%	273100	-34820.089186163124	292.284079923852	1.045472032432423	239	2:44
 50%|████▉     | 2482/5000 [02:59<03:10, 13.25it/s]54.6%	273200	-34891.386061163124	292.71376072171137	1.045472032432423	239	2:44
54.7%	273300	-34979.03850353451	306.68600071984014	1.0435764409375234	239	2:44
 50%|████▉     | 2484/5000 [02:59<03:05, 13.54it/s]54.7%	273400	-35088.37244911783	304.3655469144402	1.0451418873683744	239	2:44
54.7%	273500	-35253.88539162028	291.21323426125383	1.0376129949026003	239	2:43
 50%|████▉     | 2486/5000 [03:00<03:02, 13.80it/s]54.7%	273600	-35304.25622777693	296.75108945015364	1.051504553958237	239	2:43
54.7%	273700	-35036.58817987298	304.6177682448192	1.0437845113716033	239	2:43
 50%|████▉     | 2488/5000 [03:00<03:20, 12.54it/s]54.8%	273800	-35513.341882591165	307.4834570106879	1.0526482068284075	239	2:43
54.8%	273900	-35214.04673779145	285.5100116326019	1.0523148688980803	239	2:43
 50%|████▉     | 2490/5000 [03:00<03:17, 12.69it/s]54.8%	274000	-35096.03346697922	289.94120308570047	1.047312978352389	239	2:43
54.8%	274100	-34866.90676817595	294.3449625964813	1.0487052969366926	239	2:43
 50%|████▉     | 2492/5000 [03:00<03:16, 12.74it/s]54.8%	274200	-34830.13333067595	306.7132250335945	1.0487052969366926	239	2:43
54.9%	274300	-34847.063957748265	305.0527246274674	1.0483630312258008	239	2:43
 50%|████▉     | 2494/5000 [03:00<03:28, 12.00it/s]54.9%	274400	-35043.65893094844	300.0671627595764	1.057992697524695	239	2:43
54.9%	274500	-35041.441542320215	303.0725129393847	1.0600371035445033	239	2:43
 50%|████▉     | 2496/5000 [03:00<03:29, 11.94it/s]54.9%	274600	-34653.08887740245	300.032340554436	1.0521731779856587	239	2:43
54.9%	274700	-35174.177820005425	298.562266305101	1.0535303942923766	239	2:43
 50%|████▉     | 2498/5000 [03:01<03:20, 12.50it/s]55.0%	274800	-34942.951257505425	312.94747868576206	1.0535303942923766	239	2:43
55.0%	274900	-34924.12671535913	293.5291374468745	1.058863982510486	239	2:43
 50%|█████     | 2500/5000 [03:01<03:14, 12.85it/s]55.0%	275000	-34949.76800277861	302.8015157531752	1.056665991479453	239	2:42
55.0%	275100	-35319.39300277861	301.1173164080407	1.056665991479453	238	2:42
 50%|█████     | 2502/5000 [03:01<03:23, 12.29it/s]55.0%	275200	-35123.0630306089	295.088062013992	1.057703759335229	238	2:42
55.1%	275300	-35336.34717727333	302.8714147417598	1.0552663408953509	238	2:42
 50%|█████     | 2504/5000 [03:01<03:24, 12.20it/s]55.1%	275400	-35062.82917929339	302.2983321250908	1.0517107914497081	238	2:42
55.1%	275500	-35163.17292929339	307.945965645516	1.0517107914497081	238	2:42
 50%|█████     | 2506/5000 [03:01<03:27, 12.00it/s]55.1%	275600	-35201.47354807376	301.26771813053256	1.05563469536281	238	2:42
55.1%	275700	-35142.57355189201	297.36109235309635	1.0618806325764831	238	2:42
 50%|█████     | 2508/5000 [03:01<03:18, 12.57it/s]55.2%	275800	-35095.74474980254	287.4419740491098	1.0581677954601312	238	2:42
55.2%	275900	-35259.92176035867	303.2114903494091	1.0485217134702165	238	2:42
 50%|█████     | 2510/5000 [03:02<03:10, 13.06it/s]55.2%	276000	-35165.914375838096	288.6225390243464	1.048614765062045	238	2:42
55.2%	276100	-35246.4263679111	295.5904879767177	1.0517496203619128	238	2:42
 50%|█████     | 2512/5000 [03:02<03:05, 13.44it/s]55.2%	276200	-35177.090910776285	307.19109718042216	1.0464619140598739	238	2:42
55.3%	276300	-35042.897140009154	306.90806107745755	1.0461264479531054	238	2:42
 50%|█████     | 2514/5000 [03:02<03:08, 13.22it/s]55.3%	276400	-35331.55297366806	301.1970446694696	1.048591874233952	238	2:42
55.3%	276500	-34966.88447640333	294.28057154901586	1.050217954838214	238	2:42
 50%|█████     | 2516/5000 [03:02<03:18, 12.50it/s]55.3%	276600	-34994.62563403568	298.7099015765721	1.0550583619361216	238	2:41
55.3%	276700	-35027.330860567105	296.63417473444554	1.0540234663357684	238	2:41
 50%|█████     | 2518/5000 [03:02<03:06, 13.34it/s]55.4%	276800	-35021.348374925146	296.3178831282861	1.0509571414773426	238	2:41
55.4%	276900	-34873.824937425146	302.36757757058416	1.0509571414773426	238	2:41
 50%|█████     | 2520/5000 [03:02<03:08, 13.13it/s]55.4%	277000	-35062.582749925146	300.1664583067255	1.0509571414773426	238	2:41
55.4%	277100	-34822.028062425146	308.78737374975753	1.0509571414773426	238	2:41
 50%|█████     | 2522/5000 [03:02<03:08, 13.13it/s]55.4%	277200	-34874.492682014854	299.52218265979883	1.0526748776991393	238	2:41
55.5%	277300	-34693.14060893969	293.38942250243065	1.0490521397074084	238	2:41
 50%|█████     | 2524/5000 [03:03<03:01, 13.67it/s]55.5%	277400	-34922.69661791713	301.03497425597914	1.0535662228491252	238	2:41
55.5%	277500	-35045.93099291713	303.6732766312713	1.0535662228491252	238	2:41
 51%|█████     | 2526/5000 [03:03<02:54, 14.16it/s]55.5%	277600	-34749.90247433877	305.98086112182693	1.0544792545267834	238	2:41
55.5%	277700	-34744.03581120225	300.31812625441245	1.0626895280621844	238	2:41
 51%|█████     | 2528/5000 [03:03<03:12, 12.85it/s]55.6%	277800	-34990.79321313716	291.90326552295187	1.05598025987395	238	2:41
55.6%	277900	-35004.41040063716	299.6052625180665	1.05598025987395	238	2:41
 51%|█████     | 2530/5000 [03:03<03:17, 12.48it/s]55.6%	278000	-34863.283963767	299.38096733253894	1.0487300895770282	238	2:40
55.6%	278100	-34838.026151267	299.9607430976721	1.0487300895770282	238	2:40
 51%|█████     | 2532/5000 [03:03<03:05, 13.32it/s]55.6%	278200	-34955.10837282089	294.7832816293519	1.0538048219745206	238	2:40
55.7%	278300	-34844.09274782089	300.2820306564211	1.0538048219745206	238	2:40
 51%|█████     | 2534/5000 [03:03<03:01, 13.61it/s]55.7%	278400	-34752.08242468181	301.376254489844	1.0545704413966397	238	2:40
55.7%	278500	-35202.62929968181	296.2426181879943	1.0545704413966397	238	2:40
 51%|█████     | 2536/5000 [03:03<03:01, 13.57it/s]55.7%	278600	-35221.66790124425	312.3735644812857	1.0553592060730643	238	2:40
55.7%	278700	-35077.723352266155	283.5777140973183	1.0588083626559242	238	2:40
 51%|█████     | 2538/5000 [03:04<03:02, 13.49it/s]55.8%	278800	-35381.348352266155	295.5259449357323	1.0588083626559242	238	2:40
55.8%	278900	-35127.13564836516	295.5551484885153	1.0527895350977678	238	2:40
 51%|█████     | 2540/5000 [03:04<03:03, 13.38it/s]55.8%	279000	-35265.776963179	296.31444632650437	1.0566789535844576	238	2:40
55.8%	279100	-35242.550971199234	305.5538141704975	1.0534212987073956	238	2:40
 51%|█████     | 2542/5000 [03:04<03:10, 12.93it/s]55.8%	279200	-34997.7004007535	290.1870844344471	1.0550204401737024	238	2:40
55.9%	279300	-35058.85947520207	308.521490572524	1.052405768584738	238	2:40
 51%|█████     | 2544/5000 [03:04<03:19, 12.32it/s]55.9%	279400	-35168.6993665871	306.34721004190686	1.057743546493095	238	2:39
55.9%	279500	-34999.10339527938	301.95460592753307	1.0570127127144522	238	2:39
 51%|█████     | 2546/5000 [03:04<03:06, 13.18it/s]55.9%	279600	-35020.93991659244	305.4414011593516	1.0609009342387428	238	2:39
55.9%	279700	-35035.04147909244	301.1627676321027	1.0609009342387428	238	2:39
 51%|█████     | 2548/5000 [03:04<02:57, 13.81it/s]56.0%	279800	-35042.137653193	295.41370660167996	1.0613694014273192	238	2:39
56.0%	279900	-34855.12017430956	293.35891805738146	1.062054218098996	238	2:39
 51%|█████     | 2550/5000 [03:05<03:01, 13.48it/s]56.0%	280000	-34769.87881093216	286.8227646489679	1.0565939558231408	238	2:39
56.0%	280100	-35052.52724843216	307.25957008951247	1.0565939558231408	238	2:39
 51%|█████     | 2552/5000 [03:05<02:59, 13.67it/s]56.0%	280200	-35135.35274880059	309.47896073011634	1.0622103244166783	238	2:39
56.1%	280300	-34897.59493630059	306.96947987995196	1.0622103244166783	238	2:39
 51%|█████     | 2554/5000 [03:05<02:56, 13.89it/s]56.1%	280400	-35000.88181257382	303.6858244460497	1.0613034490857234	238	2:39
56.1%	280500	-34895.16306257382	304.375702811575	1.0613034490857234	238	2:39
 51%|█████     | 2556/5000 [03:05<03:10, 12.83it/s]56.1%	280600	-34850.52143782721	301.79261604073577	1.0708197949999017	238	2:39
56.1%	280700	-35272.45893782721	302.73521805562547	1.0708197949999017	238	2:39
 51%|█████     | 2558/5000 [03:05<03:12, 12.71it/s]56.2%	280800	-34873.122887261095	292.8516082504637	1.0712596124720217	238	2:38
56.2%	280900	-34967.15411306723	297.13140601787677	1.0631432057009373	238	2:38
 51%|█████     | 2560/5000 [03:05<03:05, 13.14it/s]56.2%	281000	-35194.27911306723	298.2110752594302	1.0631432057009373	238	2:38
56.2%	281100	-35007.35723806723	303.99299264662943	1.0631432057009373	238	2:38
 51%|█████     | 2562/5000 [03:05<03:06, 13.05it/s]56.2%	281200	-34981.67224624331	309.66066311047155	1.0573490844043887	238	2:38
56.3%	281300	-34942.00037124331	294.0838749512972	1.0573490844043887	238	2:38
 51%|█████▏    | 2564/5000 [03:06<02:57, 13.74it/s]56.3%	281400	-34865.86965469844	297.883513110359	1.0592253476619053	238	2:38
56.3%	281500	-34997.13527969844	305.5463383875348	1.0592253476619053	238	2:38
 51%|█████▏    | 2566/5000 [03:06<02:50, 14.27it/s]56.3%	281600	-34821.24997874498	307.9579379768842	1.0626377829002172	238	2:38
56.3%	281700	-34851.36716624498	298.3848112335529	1.0626377829002172	238	2:38
 51%|█████▏    | 2568/5000 [03:06<02:45, 14.67it/s]56.4%	281800	-35021.10935374498	304.1068402888185	1.0626377829002172	238	2:38
56.4%	281900	-35436.329484291346	298.915811356354	1.0601832444367574	238	2:38
 51%|█████▏    | 2570/5000 [03:06<03:14, 12.48it/s]56.4%	282000	-35219.97277646439	295.84509446502955	1.0619777390503786	238	2:38
56.4%	282100	-35361.62902646439	294.44798361009464	1.0619777390503786	238	2:38
 51%|█████▏    | 2572/5000 [03:06<03:07, 12.98it/s]56.4%	282200	-35146.36457426348	297.34721690330497	1.0541395052678624	238	2:37
56.5%	282300	-35237.26688831119	292.9607800145803	1.0487137110128462	238	2:37
 51%|█████▏    | 2574/5000 [03:06<03:02, 13.31it/s]56.5%	282400	-34957.55970752967	288.7502046098375	1.0559018582211606	238	2:37
56.5%	282500	-35103.055063816195	304.29327944094473	1.0535557314301327	238	2:37
 52%|█████▏    | 2576/5000 [03:06<02:56, 13.73it/s]56.5%	282600	-34783.76198036014	294.94801844258046	1.048746509214087	238	2:37
56.5%	282700	-34953.18132058243	309.0295723861479	1.0498647314355736	238	2:37
 52%|█████▏    | 2578/5000 [03:07<02:55, 13.83it/s]56.6%	282800	-35214.103339041496	302.5113652533245	1.0535715427910641	238	2:37
56.6%	282900	-35055.9845097106	301.04037616740294	1.0424374289747498	238	2:37
 52%|█████▏    | 2580/5000 [03:07<03:00, 13.37it/s]56.6%	283000	-34830.5626347106	302.35265765358224	1.0424374289747498	238	2:37
56.6%	283100	-34666.41104249863	295.5919817350451	1.0409903044387387	238	2:37
 52%|█████▏    | 2582/5000 [03:07<03:13, 12.51it/s]56.6%	283200	-34611.97973131819	288.7286381911103	1.0371785595623435	238	2:37
56.7%	283300	-34498.90466556142	294.0253311278942	1.0405654206148736	238	2:37
 52%|█████▏    | 2584/5000 [03:07<03:15, 12.39it/s]56.7%	283400	-34844.42331497726	305.6610238267936	1.0459809217892044	238	2:37
56.7%	283500	-34751.67468764912	298.88413424849875	1.0440556074660348	238	2:37
 52%|█████▏    | 2586/5000 [03:07<03:02, 13.26it/s]56.7%	283600	-34980.161860189226	292.1757511624546	1.0505271728753642	238	2:37
56.7%	283700	-35137.6759702377	303.76969738734476	1.044952278903509	238	2:36
 52%|█████▏    | 2588/5000 [03:07<02:52, 13.98it/s]56.8%	283800	-35215.897864993545	293.61401157448705	1.0427823184443417	238	2:36
56.8%	283900	-35176.85366941188	298.1639634235097	1.0405188845449034	238	2:36
 52%|█████▏    | 2590/5000 [03:08<02:54, 13.81it/s]56.8%	284000	-34807.875575167884	299.31979876481796	1.038472554680035	238	2:36
56.8%	284100	-34980.34307761301	307.31404077540446	1.0402228441394792	238	2:36
 52%|█████▏    | 2592/5000 [03:08<02:56, 13.63it/s]56.8%	284200	-35156.84238445756	309.8137588965174	1.042861582315621	238	2:36
